CustomerID,SignupDate,Plan,MonthlyFee,AcquisitionChannel,MarketingCost,Churn,ChurnDate,count of yes ,count of no,total customer,churn rate,total revenue,arpu,lost due to churn,cltv
61034,31-05-2024,Basic,999,Paid Ads,213,Yes,31-05-2025 00:00,,,,,,,,
61035,05-11-2024,Enterprise,7999,Paid Ads,1823,No,,,,,,,,,
61036,17-05-2024,Pro,2499,Organic,1394,No,,,,,,,,,
61037,14-12-2024,Basic,999,Social Media,662,Yes,28-02-2025 00:00,,,,,,,,
61038,11-04-2024,Pro,2499,Organic,405,No,,,,,,,,,
61039,11-04-2023,Pro,2499,Referral,1857,Yes,28-06-2023 00:00,,,,,,,,
61040,05-08-2024,Pro,2499,Organic,722,No,,,,,,,,,
61041,05-11-2024,Basic,999,Organic,154,No,,,,,,,,,
61042,15-11-2024,Basic,999,Organic,623,No,,,,,,,,,
61043,21-05-2023,Pro,2499,Referral,533,No,,,,,,,,,
61044,18-05-2023,Enterprise,7999,Organic,289,No,,,,,,,,,
61045,31-07-2024,Pro,2499,Social Media,488,No,,,,,,,,,
61046,10-12-2024,Basic,999,Referral,766,No,,,,,,,,,
61047,16-08-2023,Basic,999,Social Media,1458,No,,,,,,,,,
61048,08-10-2023,Pro,2499,Referral,445,No,,,,,,,,,
61049,14-11-2024,Enterprise,7999,Paid Ads,364,No,,,,,,,,,
61050,06-03-2024,Basic,999,Paid Ads,971,No,,,,,,,,,
61051,09-02-2023,Pro,2499,Referral,1227,No,,,,,,,,,
61052,02-06-2024,Basic,999,Referral,1798,No,,,,,,,,,
61053,16-11-2024,Basic,999,Referral,240,No,,,,,,,,,
61054,24-10-2024,Basic,999,Paid Ads,848,Yes,23-11-2024 00:00,,,,,,,,
61055,30-07-2023,Enterprise,7999,Referral,655,No,,,,,,,,,
61056,29-10-2023,Enterprise,7999,Paid Ads,338,Yes,16-03-2024 00:00,,,,,,,,
61057,27-03-2023,Basic,999,Paid Ads,1553,No,,,,,,,,,
61058,01-02-2024,Pro,2499,Referral,1732,No,,,,,,,,,
61059,10-09-2023,Basic,999,Referral,1221,Yes,10-06-2024 00:00,,,,,,,,
61060,16-06-2024,Pro,2499,Referral,935,No,,,,,,,,,
61061,16-01-2024,Pro,2499,Paid Ads,1584,No,,,,,,,,,
61062,19-03-2024,Basic,999,Organic,1069,Yes,27-05-2024 00:00,,,,,,,,
61063,02-02-2023,Basic,999,Referral,664,Yes,10-05-2023 00:00,,,,,,,,
61064,17-09-2023,Pro,2499,Organic,720,No,,,,,,,,,
61065,22-08-2023,Pro,2499,Organic,356,No,,,,,,,,,
61066,29-05-2024,Basic,999,Organic,1134,No,,,,,,,,,
61067,04-11-2023,Pro,2499,Social Media,277,No,,,,,,,,,
61068,11-03-2023,Pro,2499,Organic,1516,No,,,,,,,,,
61069,29-03-2024,Pro,2499,Organic,1417,No,,,,,,,,,
61070,14-03-2024,Basic,999,Paid Ads,1082,No,,,,,,,,,
61071,30-12-2023,Pro,2499,Social Media,496,Yes,27-11-2024 00:00,,,,,,,,
61072,25-04-2024,Pro,2499,Paid Ads,1512,No,,,,,,,,,
61073,24-05-2023,Pro,2499,Paid Ads,636,No,,,,,,,,,
61074,24-01-2023,Enterprise,7999,Organic,737,No,,,,,,,,,
61075,29-02-2024,Basic,999,Paid Ads,365,No,,,,,,,,,
61076,24-06-2023,Pro,2499,Referral,1256,No,,,,,,,,,
61077,21-11-2023,Basic,999,Organic,1401,No,,,,,,,,,
61078,01-11-2024,Basic,999,Referral,1677,Yes,26-03-2025 00:00,,,,,,,,
61079,14-12-2023,Pro,2499,Organic,1084,No,,,,,,,,,
61080,18-01-2023,Enterprise,7999,Organic,1224,No,,,,,,,,,
61081,13-02-2023,Basic,999,Organic,503,No,,,,,,,,,
61082,04-06-2023,Enterprise,7999,Social Media,1407,No,,,,,,,,,
61083,12-01-2024,Basic,999,Organic,1400,No,,,,,,,,,
61084,06-02-2024,Basic,999,Referral,238,No,,,,,,,,,
61085,13-08-2023,Basic,999,Organic,1344,No,,,,,,,,,
61086,05-08-2023,Pro,2499,Organic,168,No,,,,,,,,,
61087,21-07-2024,Pro,2499,Paid Ads,904,Yes,12-05-2025 00:00,,,,,,,,
61088,31-01-2023,Basic,999,Organic,276,Yes,15-10-2023 00:00,,,,,,,,
61089,28-02-2023,Basic,999,Organic,1496,No,,,,,,,,,
61090,19-12-2023,Pro,2499,Organic,1832,No,,,,,,,,,
61091,20-03-2024,Pro,2499,Organic,644,Yes,23-04-2024 00:00,,,,,,,,
61092,23-08-2023,Basic,999,Organic,400,No,,,,,,,,,
61093,17-04-2023,Enterprise,7999,Organic,1351,No,,,,,,,,,
61094,10-07-2023,Pro,2499,Social Media,1771,Yes,13-08-2023 00:00,,,,,,,,
61095,13-06-2024,Basic,999,Referral,1495,Yes,04-01-2025 00:00,,,,,,,,
61096,09-11-2024,Basic,999,Social Media,1114,No,,,,,,,,,
61097,05-08-2024,Pro,2499,Referral,745,Yes,04-11-2024 00:00,,,,,,,,
61098,19-07-2024,Basic,999,Social Media,498,No,,,,,,,,,
61099,02-09-2023,Pro,2499,Organic,1266,No,,,,,,,,,
61100,17-03-2023,Basic,999,Social Media,856,Yes,18-11-2023 00:00,,,,,,,,
61101,30-06-2024,Pro,2499,Referral,1260,Yes,05-10-2024 00:00,,,,,,,,
61102,24-09-2023,Basic,999,Paid Ads,672,No,,,,,,,,,
61103,13-11-2023,Enterprise,7999,Paid Ads,155,No,,,,,,,,,
61104,01-05-2023,Enterprise,7999,Organic,1768,Yes,30-01-2024 00:00,,,,,,,,
61105,25-01-2023,Enterprise,7999,Organic,481,No,,,,,,,,,
61106,07-03-2024,Basic,999,Referral,570,No,,,,,,,,,
61107,09-06-2023,Pro,2499,Paid Ads,1331,No,,,,,,,,,
61108,18-08-2024,Pro,2499,Organic,1761,No,,,,,,,,,
61109,24-04-2023,Pro,2499,Social Media,734,Yes,29-06-2023 00:00,,,,,,,,
61110,16-05-2024,Basic,999,Social Media,842,No,,,,,,,,,
61111,15-06-2023,Pro,2499,Paid Ads,134,No,,,,,,,,,
61112,03-12-2024,Enterprise,7999,Referral,1389,No,,,,,,,,,
61113,24-06-2023,Basic,999,Organic,1726,No,,,,,,,,,
61114,01-01-2023,Basic,999,Organic,1075,No,,,,,,,,,
61115,27-03-2023,Basic,999,Organic,120,No,,,,,,,,,
61116,27-07-2024,Basic,999,Paid Ads,1263,No,,,,,,,,,
61117,16-11-2023,Pro,2499,Social Media,364,No,,,,,,,,,
61118,05-02-2024,Pro,2499,Referral,1523,No,,,,,,,,,
61119,17-01-2024,Basic,999,Paid Ads,556,No,,,,,,,,,
61120,18-12-2024,Pro,2499,Paid Ads,1243,No,,,,,,,,,
61121,08-09-2024,Basic,999,Organic,1856,No,,,,,,,,,
61122,14-11-2023,Basic,999,Social Media,1049,Yes,09-04-2024 00:00,,,,,,,,
61123,07-09-2023,Pro,2499,Referral,482,No,,,,,,,,,
61124,08-06-2024,Basic,999,Referral,634,No,,,,,,,,,
61125,05-11-2024,Pro,2499,Organic,1162,No,,,,,,,,,
61126,08-07-2024,Basic,999,Referral,1870,No,,,,,,,,,
61127,14-09-2024,Pro,2499,Social Media,1876,No,,,,,,,,,
61128,17-12-2024,Basic,999,Organic,1763,No,,,,,,,,,
61129,13-09-2023,Enterprise,7999,Organic,1083,No,,,,,,,,,
61130,03-11-2023,Pro,2499,Social Media,1145,No,,,,,,,,,
61131,24-05-2023,Basic,999,Referral,1690,No,,,,,,,,,
61132,19-10-2024,Basic,999,Social Media,1965,No,,,,,,,,,
61133,26-01-2024,Basic,999,Referral,146,No,,,,,,,,,
61134,06-11-2024,Pro,2499,Referral,845,Yes,20-06-2025 00:00,,,,,,,,
61135,18-06-2023,Basic,999,Referral,638,No,,,,,,,,,
61136,25-10-2023,Pro,2499,Social Media,1507,No,,,,,,,,,
61137,21-08-2023,Basic,999,Social Media,1605,Yes,04-11-2023 00:00,,,,,,,,
61138,28-09-2023,Basic,999,Paid Ads,1171,No,,,,,,,,,
61139,01-03-2023,Basic,999,Social Media,778,Yes,22-05-2023 00:00,,,,,,,,
61140,23-10-2023,Basic,999,Organic,1083,No,,,,,,,,,
61141,11-04-2024,Pro,2499,Organic,1906,No,,,,,,,,,
61142,23-08-2023,Basic,999,Organic,1204,No,,,,,,,,,
61143,07-11-2024,Enterprise,7999,Organic,1753,Yes,28-01-2025 00:00,,,,,,,,
61144,06-12-2024,Pro,2499,Paid Ads,144,No,,,,,,,,,
61145,22-08-2023,Basic,999,Social Media,374,Yes,28-02-2024 00:00,,,,,,,,
61146,03-01-2024,Basic,999,Social Media,1816,No,,,,,,,,,
61147,25-11-2024,Basic,999,Referral,1084,No,,,,,,,,,
61148,20-08-2023,Pro,2499,Social Media,1434,Yes,25-03-2024 00:00,,,,,,,,
61149,05-05-2024,Basic,999,Referral,331,Yes,04-11-2024 00:00,,,,,,,,
61150,10-09-2024,Basic,999,Referral,185,Yes,19-12-2024 00:00,,,,,,,,
61151,17-05-2024,Basic,999,Organic,1228,No,,,,,,,,,
61152,14-08-2024,Basic,999,Paid Ads,1878,No,,,,,,,,,
61153,16-01-2024,Enterprise,7999,Paid Ads,276,No,,,,,,,,,
61154,26-11-2024,Enterprise,7999,Social Media,1869,No,,,,,,,,,
61155,03-03-2024,Basic,999,Referral,1713,Yes,14-10-2024 00:00,,,,,,,,
61156,27-11-2024,Pro,2499,Organic,737,No,,,,,,,,,
61157,07-10-2024,Enterprise,7999,Referral,1312,Yes,13-01-2025 00:00,,,,,,,,
61158,30-12-2023,Basic,999,Organic,1183,No,,,,,,,,,
61159,21-07-2023,Pro,2499,Referral,1343,No,,,,,,,,,
61160,26-05-2023,Basic,999,Social Media,687,No,,,,,,,,,
61161,30-09-2024,Pro,2499,Social Media,702,No,,,,,,,,,
61162,01-04-2024,Pro,2499,Referral,1239,No,,,,,,,,,
61163,15-05-2023,Enterprise,7999,Paid Ads,1915,Yes,07-05-2024 00:00,,,,,,,,
61164,17-09-2024,Basic,999,Organic,1593,No,,,,,,,,,
61165,21-09-2023,Pro,2499,Paid Ads,1290,No,,,,,,,,,
61166,05-03-2023,Basic,999,Paid Ads,737,No,,,,,,,,,
61167,05-05-2024,Basic,999,Referral,1568,Yes,16-08-2024 00:00,,,,,,,,
61168,08-10-2024,Enterprise,7999,Organic,1356,No,,,,,,,,,
61169,10-02-2023,Pro,2499,Organic,213,No,,,,,,,,,
61170,23-10-2023,Basic,999,Social Media,1098,Yes,27-12-2023 00:00,,,,,,,,
61171,03-01-2023,Pro,2499,Referral,1631,No,,,,,,,,,
61172,06-12-2024,Basic,999,Referral,711,No,,,,,,,,,
61173,20-04-2023,Basic,999,Referral,250,No,,,,,,,,,
61174,09-08-2023,Pro,2499,Social Media,683,No,,,,,,,,,
61175,05-01-2024,Pro,2499,Social Media,1087,Yes,01-11-2024 00:00,,,,,,,,
61176,03-01-2024,Basic,999,Organic,469,No,,,,,,,,,
61177,11-03-2024,Pro,2499,Social Media,1472,Yes,23-01-2025 00:00,,,,,,,,
61178,04-01-2023,Basic,999,Referral,1074,Yes,07-02-2023 00:00,,,,,,,,
61179,01-09-2023,Basic,999,Referral,1290,No,,,,,,,,,
61180,15-06-2023,Basic,999,Paid Ads,171,No,,,,,,,,,
61181,26-01-2023,Enterprise,7999,Social Media,959,No,,,,,,,,,
61182,30-01-2024,Enterprise,7999,Referral,452,Yes,06-01-2025 00:00,,,,,,,,
61183,18-04-2024,Basic,999,Referral,1134,Yes,15-04-2025 00:00,,,,,,,,
61184,17-01-2023,Basic,999,Organic,909,No,,,,,,,,,
61185,28-12-2024,Pro,2499,Social Media,840,Yes,21-04-2025 00:00,,,,,,,,
61186,02-04-2023,Pro,2499,Referral,737,Yes,13-12-2023 00:00,,,,,,,,
61187,27-04-2024,Basic,999,Organic,252,No,,,,,,,,,
61188,26-06-2024,Basic,999,Paid Ads,1285,No,,,,,,,,,
61189,24-07-2023,Enterprise,7999,Paid Ads,1913,No,,,,,,,,,
61190,16-05-2024,Pro,2499,Organic,485,No,,,,,,,,,
61191,04-02-2024,Basic,999,Social Media,790,No,,,,,,,,,
61192,26-07-2023,Pro,2499,Referral,1267,No,,,,,,,,,
61193,10-09-2024,Basic,999,Social Media,238,Yes,07-04-2025 00:00,,,,,,,,
61194,26-05-2023,Basic,999,Organic,305,No,,,,,,,,,
61195,11-04-2023,Enterprise,7999,Referral,195,Yes,28-08-2023 00:00,,,,,,,,
61196,29-08-2023,Basic,999,Referral,825,No,,,,,,,,,
61197,12-06-2023,Basic,999,Referral,1704,No,,,,,,,,,
61198,22-06-2023,Pro,2499,Social Media,1479,No,,,,,,,,,
61199,16-05-2024,Enterprise,7999,Social Media,1594,No,,,,,,,,,
61200,30-06-2024,Pro,2499,Organic,417,Yes,16-06-2025 00:00,,,,,,,,
61201,11-10-2023,Basic,999,Paid Ads,611,No,,,,,,,,,
61202,25-12-2023,Pro,2499,Organic,118,No,,,,,,,,,
61203,16-01-2024,Pro,2499,Referral,1536,No,,,,,,,,,
61204,16-06-2024,Basic,999,Organic,506,No,,,,,,,,,
61205,12-06-2023,Pro,2499,Paid Ads,1951,Yes,27-09-2023 00:00,,,,,,,,
61206,31-08-2024,Basic,999,Organic,1068,No,,,,,,,,,
61207,03-11-2023,Enterprise,7999,Paid Ads,1525,No,,,,,,,,,
61208,05-12-2023,Pro,2499,Paid Ads,962,No,,,,,,,,,
61209,24-02-2023,Basic,999,Referral,200,No,,,,,,,,,
61210,29-11-2023,Pro,2499,Paid Ads,692,No,,,,,,,,,
61211,07-05-2023,Basic,999,Social Media,794,No,,,,,,,,,
61212,05-12-2024,Pro,2499,Organic,117,No,,,,,,,,,
61213,31-08-2023,Basic,999,Organic,1278,No,,,,,,,,,
61214,22-08-2024,Basic,999,Social Media,1976,No,,,,,,,,,
61215,13-02-2024,Pro,2499,Social Media,228,Yes,10-10-2024 00:00,,,,,,,,
61216,17-05-2024,Pro,2499,Referral,1091,No,,,,,,,,,
61217,27-12-2024,Basic,999,Organic,1438,Yes,07-12-2025 00:00,,,,,,,,
61218,26-08-2024,Pro,2499,Social Media,465,Yes,09-05-2025 00:00,,,,,,,,
61219,30-10-2023,Pro,2499,Referral,561,No,,,,,,,,,
61220,08-04-2024,Basic,999,Organic,1284,No,,,,,,,,,
61221,23-08-2023,Basic,999,Organic,1754,No,,,,,,,,,
61222,26-11-2024,Pro,2499,Social Media,1034,No,,,,,,,,,
61223,07-02-2023,Basic,999,Paid Ads,1499,No,,,,,,,,,
61224,19-05-2023,Enterprise,7999,Paid Ads,431,Yes,07-10-2023 00:00,,,,,,,,
61225,14-07-2023,Pro,2499,Social Media,784,Yes,26-09-2023 00:00,,,,,,,,
61226,10-06-2024,Enterprise,7999,Paid Ads,1788,Yes,30-08-2024 00:00,,,,,,,,
61227,08-10-2024,Basic,999,Organic,1010,No,,,,,,,,,
61228,01-01-2023,Pro,2499,Referral,119,Yes,12-04-2023 00:00,,,,,,,,
61229,14-07-2024,Basic,999,Referral,645,No,,,,,,,,,
61230,06-04-2023,Pro,2499,Social Media,1949,Yes,08-07-2023 00:00,,,,,,,,
61231,13-12-2024,Basic,999,Referral,671,Yes,09-11-2025 00:00,,,,,,,,
61232,17-02-2024,Basic,999,Social Media,561,No,,,,,,,,,
61233,21-06-2024,Basic,999,Paid Ads,1281,No,,,,,,,,,
61234,04-03-2024,Basic,999,Organic,1487,No,,,,,,,,,
61235,23-08-2023,Pro,2499,Paid Ads,1008,No,,,,,,,,,
61236,15-12-2023,Pro,2499,Social Media,1841,No,,,,,,,,,
61237,25-04-2024,Pro,2499,Organic,704,Yes,07-12-2024 00:00,,,,,,,,
61238,31-01-2024,Basic,999,Organic,1853,No,,,,,,,,,
61239,17-12-2023,Basic,999,Organic,422,No,,,,,,,,,
61240,20-02-2024,Pro,2499,Paid Ads,188,Yes,16-09-2024 00:00,,,,,,,,
61241,20-02-2023,Pro,2499,Organic,272,No,,,,,,,,,
61242,22-03-2023,Basic,999,Paid Ads,139,No,,,,,,,,,
61243,05-02-2023,Pro,2499,Paid Ads,1033,No,,,,,,,,,
61244,08-03-2023,Pro,2499,Organic,302,Yes,12-11-2023 00:00,,,,,,,,
61245,02-10-2024,Enterprise,7999,Social Media,1856,No,,,,,,,,,
61246,28-10-2024,Basic,999,Organic,1682,No,,,,,,,,,
61247,14-09-2024,Pro,2499,Organic,342,Yes,24-03-2025 00:00,,,,,,,,
61248,10-11-2024,Basic,999,Paid Ads,1629,No,,,,,,,,,
61249,25-04-2024,Pro,2499,Organic,187,No,,,,,,,,,
61250,12-04-2024,Basic,999,Social Media,1792,No,,,,,,,,,
61251,22-05-2023,Pro,2499,Organic,773,No,,,,,,,,,
61252,22-12-2023,Pro,2499,Social Media,631,No,,,,,,,,,
61253,09-12-2024,Basic,999,Referral,759,No,,,,,,,,,
61254,15-04-2024,Pro,2499,Referral,812,No,,,,,,,,,
61255,12-09-2024,Pro,2499,Referral,1947,No,,,,,,,,,
61256,13-08-2024,Basic,999,Organic,1274,No,,,,,,,,,
61257,03-11-2024,Basic,999,Paid Ads,1223,Yes,12-02-2025 00:00,,,,,,,,
61258,14-03-2024,Basic,999,Social Media,346,No,,,,,,,,,
61259,14-06-2024,Pro,2499,Referral,724,No,,,,,,,,,
61260,07-05-2023,Pro,2499,Social Media,830,No,,,,,,,,,
61261,24-07-2023,Pro,2499,Paid Ads,1979,Yes,27-12-2023 00:00,,,,,,,,
61262,29-01-2023,Basic,999,Social Media,1995,No,,,,,,,,,
61263,20-03-2024,Basic,999,Social Media,1660,No,,,,,,,,,
61264,19-12-2024,Basic,999,Referral,1084,Yes,08-06-2025 00:00,,,,,,,,
61265,08-04-2024,Enterprise,7999,Social Media,595,No,,,,,,,,,
61266,07-10-2023,Basic,999,Referral,1412,No,,,,,,,,,
61267,31-05-2023,Basic,999,Paid Ads,514,No,,,,,,,,,
61268,28-08-2023,Pro,2499,Referral,1069,Yes,22-08-2024 00:00,,,,,,,,
61269,23-09-2023,Enterprise,7999,Social Media,714,No,,,,,,,,,
61270,24-11-2024,Basic,999,Paid Ads,178,No,,,,,,,,,
61271,15-04-2023,Basic,999,Organic,1508,Yes,27-06-2023 00:00,,,,,,,,
61272,08-03-2024,Pro,2499,Organic,1561,No,,,,,,,,,
61273,11-05-2024,Pro,2499,Paid Ads,627,Yes,15-10-2024 00:00,,,,,,,,
61274,15-03-2024,Basic,999,Paid Ads,1464,No,,,,,,,,,
61275,15-11-2024,Pro,2499,Social Media,1182,Yes,24-09-2025 00:00,,,,,,,,
61276,07-06-2023,Pro,2499,Organic,805,No,,,,,,,,,
61277,21-06-2023,Pro,2499,Paid Ads,736,No,,,,,,,,,
61278,08-05-2024,Basic,999,Organic,998,Yes,10-04-2025 00:00,,,,,,,,
61279,07-11-2023,Basic,999,Organic,1010,No,,,,,,,,,
61280,07-02-2024,Pro,2499,Social Media,643,Yes,09-01-2025 00:00,,,,,,,,
61281,30-10-2024,Pro,2499,Paid Ads,1115,No,,,,,,,,,
61282,06-11-2024,Pro,2499,Referral,789,Yes,13-10-2025 00:00,,,,,,,,
61283,20-10-2024,Pro,2499,Paid Ads,318,No,,,,,,,,,
61284,27-10-2024,Basic,999,Organic,1223,No,,,,,,,,,
61285,07-04-2024,Basic,999,Referral,1094,Yes,29-09-2024 00:00,,,,,,,,
61286,02-01-2024,Basic,999,Referral,202,No,,,,,,,,,
61287,03-07-2024,Enterprise,7999,Organic,983,No,,,,,,,,,
61288,04-10-2024,Basic,999,Referral,729,No,,,,,,,,,
61289,12-09-2023,Basic,999,Referral,854,Yes,25-10-2023 00:00,,,,,,,,
61290,27-07-2023,Basic,999,Paid Ads,1242,Yes,27-01-2024 00:00,,,,,,,,
61291,25-03-2024,Enterprise,7999,Organic,106,No,,,,,,,,,
61292,05-04-2023,Pro,2499,Social Media,487,No,,,,,,,,,
61293,22-04-2024,Enterprise,7999,Referral,1601,No,,,,,,,,,
61294,13-11-2024,Basic,999,Organic,1645,No,,,,,,,,,
61295,09-07-2023,Pro,2499,Paid Ads,927,No,,,,,,,,,
61296,11-12-2024,Basic,999,Paid Ads,1404,Yes,25-04-2025 00:00,,,,,,,,
61297,28-04-2024,Basic,999,Paid Ads,141,No,,,,,,,,,
61298,19-06-2024,Basic,999,Referral,1682,No,,,,,,,,,
61299,27-02-2024,Basic,999,Social Media,195,No,,,,,,,,,
61300,01-10-2024,Pro,2499,Paid Ads,1627,Yes,23-07-2025 00:00,,,,,,,,
61301,27-08-2024,Enterprise,7999,Social Media,345,No,,,,,,,,,
61302,13-05-2023,Basic,999,Organic,1347,No,,,,,,,,,
61303,24-02-2023,Enterprise,7999,Paid Ads,213,Yes,30-01-2024 00:00,,,,,,,,
61304,24-05-2024,Basic,999,Referral,643,No,,,,,,,,,
61305,31-10-2024,Basic,999,Paid Ads,429,No,,,,,,,,,
61306,24-06-2024,Basic,999,Referral,1626,No,,,,,,,,,
61307,14-02-2024,Basic,999,Organic,1276,No,,,,,,,,,
61308,30-07-2023,Basic,999,Social Media,1340,Yes,15-05-2024 00:00,,,,,,,,
61309,27-10-2024,Pro,2499,Social Media,1612,No,,,,,,,,,
61310,20-10-2023,Pro,2499,Social Media,1881,No,,,,,,,,,
61311,25-04-2023,Pro,2499,Paid Ads,371,No,,,,,,,,,
61312,31-10-2024,Basic,999,Paid Ads,1523,Yes,06-03-2025 00:00,,,,,,,,
61313,16-09-2023,Pro,2499,Organic,1473,No,,,,,,,,,
61314,02-05-2023,Pro,2499,Social Media,1545,Yes,18-12-2023 00:00,,,,,,,,
61315,26-10-2023,Enterprise,7999,Organic,360,No,,,,,,,,,
61316,16-01-2024,Basic,999,Referral,1642,No,,,,,,,,,
61317,14-07-2024,Enterprise,7999,Paid Ads,816,No,,,,,,,,,
61318,15-05-2024,Pro,2499,Social Media,363,Yes,12-11-2024 00:00,,,,,,,,
61319,24-10-2023,Pro,2499,Paid Ads,900,Yes,18-10-2024 00:00,,,,,,,,
61320,28-12-2023,Basic,999,Social Media,417,No,,,,,,,,,
61321,11-08-2024,Basic,999,Social Media,1837,No,,,,,,,,,
61322,07-04-2024,Pro,2499,Paid Ads,1239,No,,,,,,,,,
61323,13-03-2024,Basic,999,Paid Ads,1335,Yes,09-05-2024 00:00,,,,,,,,
61324,07-05-2023,Basic,999,Organic,259,No,,,,,,,,,
61325,16-07-2023,Enterprise,7999,Paid Ads,576,No,,,,,,,,,
61326,09-08-2023,Basic,999,Paid Ads,740,No,,,,,,,,,
61327,01-04-2023,Basic,999,Paid Ads,958,No,,,,,,,,,
61328,15-02-2024,Pro,2499,Referral,247,Yes,16-07-2024 00:00,,,,,,,,
61329,08-01-2023,Basic,999,Referral,1946,No,,,,,,,,,
61330,27-06-2024,Pro,2499,Referral,1570,Yes,06-04-2025 00:00,,,,,,,,
61331,12-04-2024,Pro,2499,Organic,1201,Yes,25-11-2024 00:00,,,,,,,,
61332,16-11-2023,Basic,999,Organic,1074,No,,,,,,,,,
61333,29-01-2024,Pro,2499,Social Media,1385,Yes,25-04-2024 00:00,,,,,,,,
61334,26-09-2023,Basic,999,Organic,151,No,,,,,,,,,
61335,10-07-2023,Enterprise,7999,Paid Ads,357,No,,,,,,,,,
61336,05-11-2024,Enterprise,7999,Social Media,1119,No,,,,,,,,,
61337,02-03-2023,Basic,999,Paid Ads,1856,No,,,,,,,,,
61338,13-03-2024,Pro,2499,Social Media,1674,No,,,,,,,,,
61339,21-09-2023,Pro,2499,Organic,347,No,,,,,,,,,
61340,05-04-2023,Basic,999,Referral,387,No,,,,,,,,,
61341,06-07-2024,Basic,999,Paid Ads,1377,No,,,,,,,,,
61342,14-04-2024,Basic,999,Social Media,1751,Yes,14-09-2024 00:00,,,,,,,,
61343,22-10-2024,Enterprise,7999,Referral,1046,No,,,,,,,,,
61344,16-12-2024,Basic,999,Paid Ads,1832,No,,,,,,,,,
61345,28-05-2024,Basic,999,Paid Ads,313,Yes,09-03-2025 00:00,,,,,,,,
61346,20-11-2024,Basic,999,Referral,1215,Yes,11-11-2025 00:00,,,,,,,,
61347,13-07-2023,Pro,2499,Organic,643,No,,,,,,,,,
61348,26-04-2024,Enterprise,7999,Referral,1728,No,,,,,,,,,
61349,02-12-2023,Pro,2499,Organic,331,No,,,,,,,,,
61350,10-03-2024,Basic,999,Social Media,742,No,,,,,,,,,
61351,15-07-2023,Basic,999,Organic,1953,No,,,,,,,,,
61352,06-09-2023,Basic,999,Social Media,1858,No,,,,,,,,,
61353,12-05-2024,Basic,999,Social Media,112,No,,,,,,,,,
61354,31-07-2023,Pro,2499,Social Media,937,No,,,,,,,,,
61355,26-10-2024,Basic,999,Social Media,632,Yes,25-09-2025 00:00,,,,,,,,
61356,31-10-2024,Pro,2499,Paid Ads,1568,No,,,,,,,,,
61357,10-04-2024,Pro,2499,Social Media,1626,No,,,,,,,,,
61358,12-10-2024,Pro,2499,Paid Ads,1649,Yes,17-12-2024 00:00,,,,,,,,
61359,09-08-2023,Enterprise,7999,Paid Ads,1980,No,,,,,,,,,
61360,30-09-2023,Enterprise,7999,Social Media,938,No,,,,,,,,,
61361,03-06-2023,Basic,999,Organic,718,No,,,,,,,,,
61362,06-09-2023,Enterprise,7999,Organic,505,Yes,02-07-2024 00:00,,,,,,,,
61363,06-10-2023,Pro,2499,Referral,1763,No,,,,,,,,,
61364,15-03-2024,Pro,2499,Paid Ads,1667,Yes,20-04-2024 00:00,,,,,,,,
61365,03-10-2023,Basic,999,Paid Ads,1804,No,,,,,,,,,
61366,28-05-2024,Basic,999,Organic,387,No,,,,,,,,,
61367,29-03-2023,Enterprise,7999,Paid Ads,525,No,,,,,,,,,
61368,03-10-2024,Basic,999,Organic,535,Yes,05-05-2025 00:00,,,,,,,,
61369,19-05-2024,Basic,999,Referral,1089,No,,,,,,,,,
61370,12-08-2024,Basic,999,Social Media,180,No,,,,,,,,,
61371,29-08-2023,Enterprise,7999,Social Media,1611,No,,,,,,,,,
61372,14-10-2024,Basic,999,Social Media,1305,No,,,,,,,,,
61373,05-11-2024,Enterprise,7999,Referral,457,No,,,,,,,,,
61374,24-08-2023,Basic,999,Paid Ads,801,No,,,,,,,,,
61375,08-05-2023,Basic,999,Referral,354,Yes,16-11-2023 00:00,,,,,,,,
61376,17-05-2024,Basic,999,Paid Ads,1976,No,,,,,,,,,
61377,19-07-2023,Pro,2499,Paid Ads,1934,No,,,,,,,,,
61378,26-06-2024,Basic,999,Social Media,998,Yes,01-10-2024 00:00,,,,,,,,
61379,16-05-2024,Basic,999,Organic,265,No,,,,,,,,,
61380,11-10-2024,Basic,999,Organic,564,No,,,,,,,,,
61381,06-05-2024,Basic,999,Social Media,355,Yes,20-12-2024 00:00,,,,,,,,
61382,21-01-2023,Pro,2499,Paid Ads,522,No,,,,,,,,,
61383,22-08-2023,Basic,999,Referral,297,No,,,,,,,,,
61384,14-12-2024,Basic,999,Social Media,1336,No,,,,,,,,,
61385,04-10-2024,Basic,999,Social Media,656,No,,,,,,,,,
61386,20-02-2024,Basic,999,Referral,1937,Yes,06-01-2025 00:00,,,,,,,,
61387,28-05-2023,Enterprise,7999,Paid Ads,982,No,,,,,,,,,
61388,29-01-2023,Basic,999,Social Media,1995,No,,,,,,,,,
61389,27-12-2023,Basic,999,Social Media,624,No,,,,,,,,,
61390,04-11-2023,Basic,999,Paid Ads,1175,No,,,,,,,,,
61391,11-06-2023,Pro,2499,Referral,1388,No,,,,,,,,,
61392,02-03-2023,Pro,2499,Referral,1448,No,,,,,,,,,
61393,05-05-2023,Basic,999,Organic,654,Yes,05-01-2024 00:00,,,,,,,,
61394,31-03-2024,Pro,2499,Organic,106,No,,,,,,,,,
